time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-30T21:07:37.820Z,33.8156667,-117.6368333,3.44,2.51,ml,120,19,0.03078,0.2,ci,ci40734224,2024-05-01T05:01:31.754Z,"9 km SW of Corona, CA",earthquake,0.11,0.23,0.174,26,automatic,ci,ci
2024-04-30T21:06:24.590Z,33.8116667,-117.6388333,4.79,1.73,ml,60,62,0.02968,0.18,ci,ci40734208,2024-04-30T21:25:25.840Z,"9 km SW of Corona, CA",earthquake,0.17,0.29,0.132,29,automatic,ci,ci
2024-04-30T20:35:25.427Z,63.424,-153.3133,3,1.2,ml,,,,0.51,ak,ak0245kg57vi,2024-04-30T20:37:27.061Z,"70 km NE of Nikolai, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-30T20:32:29.480Z,42.1506666666667,-112.0855,7.11,1.11,md,9,234,0.1273,0.13,uu,uu80067986,2024-04-30T20:59:07.370Z,"7 km SW of Clifton, Idaho",earthquake,0.82,1.51,0.223536047418243,7,reviewed,uu,uu
2024-04-30T20:30:14.250Z,32.7636667,-116.9,4.08,1.52,ml,30,87,0.04539,0.2,ci,ci40734152,2024-04-30T20:36:33.217Z,"4 km ENE of Rancho San Diego, CA",earthquake,0.24,0.7,0.221,27,automatic,ci,ci
2024-04-30T20:28:14.445Z,61.3947,-149.8288,61.3,1,ml,,,,1.38,ak,ak0245kg3p1x,2024-04-30T20:31:00.779Z,"8 km SW of Knik, Alaska",earthquake,,1.7,,,automatic,ak,ak
2024-04-30T20:24:05.257Z,62.2127,-144.484,15,1.6,ml,,,,1,ak,ak0245kg2tgh,2024-04-30T20:27:14.328Z,"40 km SSE of Chistochina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-30T20:21:29.850Z,62.2505,-154.1799,0.8,1.4,ml,,,,0.77,ak,ak0245kg286x,2024-04-30T20:23:32.269Z,"85 km S of Nikolai, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-30T20:12:21.600Z,58.9204,-135.9813,2.6,1.9,ml,,,,1.12,ak,ak0245kg0a40,2024-04-30T20:14:13.833Z,"43 km SW of Mud Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-30T20:06:09.160Z,19.3841667175293,-155.260833740234,0.319999992847443,1.72000003,md,15,85,0.009089,0.349999994,hv,hv74201342,2024-04-30T20:08:49.140Z,"7 km SSW of Volcano, Hawaii",earthquake,0.32,0.340000004,0.25,14,automatic,hv,hv
2024-04-30T20:05:49.148Z,30.807,138.4698,394.91,4,mb,63,92,2.569,0.86,us,us6000mvb0,2024-04-30T20:43:26.040Z,"Izu Islands, Japan region",earthquake,9.29,7.216,0.063,68,reviewed,us,us
2024-04-30T20:03:47.282Z,5.8748,126.743,120.477,4.4,mb,68,114,1.657,0.74,us,us6000mvb2,2024-04-30T20:23:03.040Z,"82 km SE of Pondaguitan, Philippines",earthquake,4.74,7.574,0.071,58,reviewed,us,us
2024-04-30T19:47:45.096Z,61.8027,-150.0651,34.4,1.3,ml,,,,0.67,ak,ak0245kfmedp,2024-04-30T19:49:43.292Z,"6 km NNW of Willow, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-04-30T19:29:54.737Z,64.8461,-144.4692,4.4,1.3,ml,,,,0.46,ak,ak0245kfik8h,2024-04-30T19:32:26.381Z,"82 km S of Central, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-30T19:17:58.850Z,19.3936666666667,-155.249,1.24,1.38,md,13,96,0.008402,0.1,hv,hv74201187,2024-04-30T19:37:01.070Z,"5 km SSW of Volcano, Hawaii",earthquake,0.2,0.41,0.168020692034281,18,reviewed,hv,hv
2024-04-30T19:11:58.240Z,19.3875,-155.2455,1.27,0.98,ml,12,102,0.005831,0.09,hv,hv74201182,2024-04-30T19:50:07.270Z,"6 km S of Volcano, Hawaii",earthquake,0.21,0.31,0.278202043996302,4,reviewed,hv,hv
2024-04-30T19:11:31.260Z,19.308,-155.209166666667,1.56,1.43,md,21,143,0.03038,0.11,hv,hv74201177,2024-04-30T20:13:11.530Z,"15 km S of Volcano, Hawaii",earthquake,0.34,0.47,0.151413117405376,19,reviewed,hv,hv
2024-04-30T19:08:32.100Z,19.3871666666667,-155.243166666667,1.69,1.35,md,25,67,0.007862,0.1,hv,hv74201167,2024-04-30T20:29:00.740Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.16,0.157193367972828,20,reviewed,hv,hv
2024-04-30T19:06:12.750Z,35.65266667,-98.0955,7.29,2.01,ml,85,41,0.1034796938,0.4,ok,ok2024imse,2024-04-30T19:19:38.654Z,"6 km NNE of Calumet, Oklahoma",earthquake,,0.9,0.25,34,reviewed,ok,ok
2024-04-30T19:01:35.870Z,38.7938347,-122.8089981,2.98,1.29,md,22,76,0.007192,0.02,nc,nc74043491,2024-04-30T19:03:09.096Z,"5 km WNW of The Geysers, CA",earthquake,0.25,0.51,0.2,23,automatic,nc,nc
2024-04-30T18:52:52.850Z,19.3906666666667,-155.248833333333,1.53,1.4,ml,20,66,0.005637,0.08,hv,hv74201132,2024-04-30T19:53:18.770Z,"5 km SSW of Volcano, Hawaii",earthquake,0.19,0.26,0.217053974858417,7,reviewed,hv,hv
2024-04-30T18:52:45.780Z,19.3878326416016,-155.253494262695,2.15000009536743,1.88,ml,9,73,0.003097,0.100000001,hv,hv74201127,2024-04-30T18:55:21.960Z,"6 km SSW of Volcano, Hawaii",earthquake,0.27,0.379999995,0.31,11,automatic,hv,hv
2024-04-30T18:41:02.970Z,33.5786667,-116.8071667,7.97,1.07,ml,35,41,0.03895,0.16,ci,ci40733944,2024-04-30T22:56:29.975Z,"13 km WNW of Anza, CA",earthquake,0.17,0.48,0.119,19,reviewed,ci,ci
2024-04-30T18:40:40.020Z,19.3896666666667,-155.275166666667,0.05,1.4,md,12,95,0.005851,0.11,hv,hv74201092,2024-04-30T23:23:24.550Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.2,0.159299013793969,13,reviewed,hv,hv
2024-04-30T18:40:16.532Z,31.502,-103.422,8.5608,2.6,ml,26,76,0.1,0.2,tx,tx2024imri,2024-04-30T21:32:22.652Z,"5 km NNW of Barstow, Texas",earthquake,0.7228896245438527,1.6286901201545747,0.2,17,reviewed,tx,tx
2024-04-30T18:24:01.880Z,38.7851677,-122.7126694,4.23,1.03,md,7,110,0.0189,0.02,nc,nc74043476,2024-04-30T18:25:34.567Z,"2 km WNW of Anderson Springs, CA",earthquake,0.84,2.02,0.31,8,automatic,nc,nc
2024-04-30T18:16:36.210Z,19.3833332061768,-155.244827270508,1.48000001907349,2.06999993,md,14,79,0.006492,0.140000001,hv,hv74201032,2024-04-30T18:17:57.470Z,"6 km S of Volcano, Hawaii",earthquake,0.21,0.239999995,0.25999999,9,automatic,hv,hv
2024-04-30T18:15:53.773Z,61.4417,-149.9372,48.5,1.3,ml,,,,0.76,ak,ak0245keu4j5,2024-04-30T18:17:34.927Z,"8 km S of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-30T18:14:15.580Z,38.8251648,-122.8308334,2.21,1.11,md,21,57,0.003864,0.02,nc,nc74043471,2024-04-30T18:15:48.439Z,"8 km NW of The Geysers, CA",earthquake,0.2,0.46,0.17,22,automatic,nc,nc
2024-04-30T18:13:18.380Z,61.0735,-147.6198,40.5,1.8,ml,,,,1.34,ak,ak0245ketmdl,2024-04-30T18:16:14.230Z,"56 km WNW of Tatitlek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-04-30T18:12:03.797Z,32.001,-102.204,2.7832,2,ml,16,58,0,0.2,tx,tx2024imqk,2024-04-30T19:04:23.069Z,"11 km W of Midland, Texas",earthquake,0.809830850751397,1.3366588606831942,0.2,12,reviewed,tx,tx
2024-04-30T17:59:02.419Z,63.2737,-150.0047,59.4,1.5,ml,,,,0.45,ak,ak0245kei0gx,2024-04-30T18:01:31.841Z,"54 km WSW of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2024-04-30T17:57:01.750Z,33.8151667,-117.6426667,5.57,1.52,ml,37,60,0.03429,0.17,ci,ci40733864,2024-04-30T21:57:34.003Z,"9 km SW of Corona, CA",earthquake,0.21,0.31,0.209,19,reviewed,ci,ci
2024-04-30T17:51:10.786Z,13.7728,-58.4088,10.999,5.1,mww,139,59,1.282,0.67,us,us6000mva0,2024-04-30T19:23:43.791Z,"134 km ENE of Crane, Barbados",earthquake,8.33,4.125,0.069,20,reviewed,us,us
2024-04-30T17:46:03.041Z,59.6752,-152.9331,92.6,1.9,ml,,,,0.36,ak,ak0245kef87k,2024-04-30T17:47:56.809Z,"63 km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-30T17:44:02.831Z,61.5126,-146.5246,26.7,1.7,ml,,,,0.65,ak,ak0245keesrf,2024-04-30T17:46:03.224Z,"43 km NNW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-30T17:27:04.970Z,19.3823337554932,-155.249664306641,2.83999991416931,1.74000001,md,14,96,0.003521,0.280000001,hv,hv74200892,2024-04-30T17:28:26.050Z,"6 km SSW of Volcano, Hawaii",earthquake,1.18,0.939999998,0.319999993,10,automatic,hv,hv
2024-04-30T17:24:38.960Z,35.0578333,-118.3496667,-0.93,1.08,ml,18,45,0.06741,0.14,ci,ci40733792,2024-05-01T00:14:20.291Z,"12 km SE of Tehachapi, CA",quarry blast,0.32,31.61,0.134,14,reviewed,ci,ci
2024-04-30T17:17:37.960Z,33.8136667,-117.6436667,5.43,1.83,ml,48,61,0.03415,0.18,ci,ci40733776,2024-05-01T00:06:34.734Z,"9 km SW of Corona, CA",earthquake,0.19,0.32,0.181,21,reviewed,ci,ci
2024-04-30T17:17:16.610Z,38.8240013,-122.805336,1.5,1.08,md,20,48,0.00375,0.02,nc,nc74043461,2024-04-30T17:18:48.871Z,"7 km NW of The Geysers, CA",earthquake,0.2,0.38,0.12,19,automatic,nc,nc
2024-04-30T17:14:45.600Z,61.0341,-151.9214,88.9,2.4,ml,,,,0.53,ak,ak0245ke8glm,2024-04-30T17:36:16.040Z,"42 km W of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-30T17:03:50.850Z,38.8300018,-122.8143311,1.75,1.08,md,22,60,0.007388,0.02,nc,nc74043441,2024-04-30T17:05:23.686Z,"8 km NW of The Geysers, CA",earthquake,0.19,0.37,0.05,21,automatic,nc,nc
2024-04-30T16:32:28.180Z,19.3773326873779,-155.214492797852,1.6599999666214,1.84,ml,23,100,0.003655,0.189999998,hv,hv74200747,2024-04-30T16:35:06.890Z,"7 km SSE of Volcano, Hawaii",earthquake,0.43,0.209999993,0.21,9,automatic,hv,hv
2024-04-30T16:32:26.730Z,45.814,-121.88533333333334,9.3,1.82,ml,37,111,0.138,0.12,uw,uw61992877,2024-04-30T22:25:06.050Z,"11 km NNW of Carson, Washington",earthquake,0.24,0.38,0.11870634593324192,23,reviewed,uw,uw
2024-04-30T16:14:37.027Z,57.6611,-154.6394,38.6,1.4,ml,,,,0.37,ak,ak0245kdn0ba,2024-04-30T16:16:11.943Z,"15 km NW of Karluk, Alaska",earthquake,,2.5,,,automatic,ak,ak
2024-04-30T15:52:00.552Z,68.0689,-161.0528,0,1.6,ml,,,,0.76,ak,ak0245kd9n43,2024-04-30T15:54:59.322Z,"76 km E of Red Dog Mine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-30T15:49:39.760Z,54.754,-164.100333333333,3.11,1.24,ml,9,111,0.02347,0.09,av,av93110796,2024-04-30T18:26:36.970Z,"45 km WSW of False Pass, Alaska",earthquake,0.33,0.28,0.340782990112039,12,reviewed,av,av
2024-04-30T15:47:15.480Z,38.7931671,-122.7636642,3.06,1.01,md,15,65,0.008062,0.02,nc,nc74043421,2024-04-30T15:48:48.858Z,"2 km NNW of The Geysers, CA",earthquake,0.31,0.71,0.24,14,automatic,nc,nc
2024-04-30T15:46:09.190Z,33.1555,-115.9836667,7.25,1.36,ml,43,49,0.01862,0.18,ci,ci40733672,2024-04-30T15:56:59.210Z,"14 km E of Ocotillo Wells, CA",earthquake,0.16,0.34,0.162,27,automatic,ci,ci
2024-04-30T15:44:51.707Z,4.9416,-76.0611,116.689,4.6,mb,23,119,1.349,0.5,us,us6000mv7u,2024-04-30T16:50:07.040Z,"3 km NW of El Águila, Colombia",earthquake,9.91,10.716,0.129,20,reviewed,us,us
2024-04-30T15:26:14.710Z,19.3896675109863,-155.251327514648,0.899999976158142,1.72000003,md,22,52,0.004136,0.219999999,hv,hv74200572,2024-04-30T15:27:50.350Z,"6 km SSW of Volcano, Hawaii",earthquake,0.21,0.230000004,0.25999999,16,automatic,hv,hv
2024-04-30T15:25:40.780Z,37.7434998,-122.567337,4.1,1.62,md,10,192,0.08962,0.03,nc,nc74043411,2024-04-30T15:27:14.512Z,"6 km WNW of San Francisco Zoo, CA",earthquake,0.63,0.98,0.15,9,automatic,nc,nc
2024-04-30T15:19:45.320Z,17.842,-66.9636666666667,13.21,2.47,md,8,263,0.1481,0.24,pr,pr71447343,2024-04-30T15:44:48.140Z,"15 km SSW of Guánica, Puerto Rico",earthquake,1.56,0.99,0.103955047979005,5,reviewed,pr,pr
2024-04-30T15:12:45.049Z,28.507,-98.605,4.7639,2.3,ml,15,140,0.2,0.8,tx,tx2024imkm,2024-04-30T15:45:41.528Z,"7 km NW of Tilden, Texas",earthquake,0,1.80217062090091,0.1,13,automatic,tx,tx
2024-04-30T15:04:55.500Z,19.3676666666667,-155.215333333333,0.38,1.39,md,23,105,0.006088,0.1,hv,hv74200507,2024-04-30T17:13:59.220Z,"8 km SSE of Volcano, Hawaii",earthquake,0.29,0.12,0.13516317097735,18,reviewed,hv,hv
2024-04-30T14:53:16.150Z,19.3806667327881,-155.232833862305,0.170000001788139,1.84,ml,14,115,0.01018,0.219999999,hv,hv74200472,2024-04-30T14:55:53.010Z,"6 km S of Volcano, Hawaii",earthquake,0.27,0.239999995,0.36,4,automatic,hv,hv
2024-04-30T14:52:59.090Z,58.1581,-137.0546,10,2.4,ml,,,,1.28,ak,ak0245kcobyj,2024-04-30T14:56:50.080Z,"42 km W of Elfin Cove, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-30T14:50:48.300Z,19.3793333333333,-155.232,0.17,1.47,ml,21,81,0.009946,0.11,hv,hv74200467,2024-04-30T17:46:36.380Z,"7 km S of Volcano, Hawaii",earthquake,0.2,0.14,0.145845266036651,9,reviewed,hv,hv
2024-04-30T14:50:10.900Z,19.387,-155.243666666667,1.83,1.34,md,9,106,0.007366,0.06,hv,hv74200462,2024-04-30T17:31:27.700Z,"6 km S of Volcano, Hawaii",earthquake,0.29,0.44,0.123065276146091,17,reviewed,hv,hv
2024-04-30T14:33:51.080Z,40.428833,-125.3441696,4.84,2.6,md,13,291,0.7781,0.32,nc,nc74043406,2024-04-30T17:50:56.040Z,"90 km W of Petrolia, CA",earthquake,9.45,26.66,0.04,4,automatic,nc,nc
2024-04-30T14:32:01.790Z,19.1476669311523,-155.351837158203,27.9599990844727,1.77999997,md,36,184,0.1045,0.109999999,hv,hv74200417,2024-04-30T14:33:51.630Z,"14 km ESE of Pāhala, Hawaii",earthquake,0.67,0.769999981,0.230000004,4,automatic,hv,hv
2024-04-30T14:30:39.736Z,-55.729,-27.1016,11.231,5.6,mww,130,36,5.593,0.8,us,us6000mv76,2024-04-30T16:35:25.571Z,"South Sandwich Islands region",earthquake,9.86,4.072,0.103,9,reviewed,us,us
2024-04-30T14:29:13.383Z,-23.6391,-67.6921,280.361,4,ml,14,229,1.963,0.57,us,us6000mv73,2024-04-30T17:51:47.040Z,"95 km SSE of San Pedro de Atacama, Chile",earthquake,16.13,25.166,0.071,26,reviewed,us,us
2024-04-30T14:25:25.044Z,61.7749,-150.7321,15.6,1.1,ml,,,,0.14,ak,ak0245kcih20,2024-04-30T14:27:12.532Z,"28 km NNW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-30T14:17:00.290Z,19.3841667175293,-155.236831665039,2.51999998092651,1.71000004,md,16,76,0.01113,0.180000007,hv,hv74200362,2024-04-30T14:19:36.880Z,"6 km S of Volcano, Hawaii",earthquake,0.41,0.360000014,0.230000004,13,automatic,hv,hv
2024-04-30T14:16:31.874Z,64.9076,-149.0451,19.1,1.1,ml,,,,0.35,ak,ak0245kcgk4z,2024-04-30T14:18:24.321Z,"30 km SSE of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-30T14:08:20.030Z,38.8354988,-122.8043365,1.95,1.09,md,19,55,0.01131,0.03,nc,nc74043401,2024-04-30T14:09:53.670Z,"7 km WNW of Cobb, CA",earthquake,0.23,0.47,0.17,19,automatic,nc,nc
2024-04-30T14:05:48.840Z,33.6855,-116.7955,15.44,1.11,ml,42,48,0.07248,0.17,ci,ci40733536,2024-04-30T19:40:12.326Z,"9 km SW of Idyllwild, CA",earthquake,0.17,0.37,0.176,22,reviewed,ci,ci
2024-04-30T14:04:55.907Z,-33.438,179.9833,177.756,4.5,mb,28,145,4.336,0.88,us,us6000mv6w,2024-04-30T14:38:37.040Z,"south of the Kermadec Islands",earthquake,4.55,8.502,0.116,22,reviewed,us,us
2024-04-30T13:57:19.952Z,61.5409,-151.5589,76.2,1.1,ml,,,,0.69,ak,ak0245kc3w0a,2024-04-30T13:59:52.816Z,"50 km S of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-30T13:52:40.386Z,2.3042,126.7465,17.377,5.3,mww,186,31,4.875,0.94,us,us6000mv6r,2024-04-30T14:12:38.040Z,"154 km WNW of Tobelo, Indonesia",earthquake,7.37,3.655,0.103,9,reviewed,us,us
2024-04-30T13:52:36.310Z,61.6479,-151.3696,77.8,1,ml,,,,0.46,ak,ak0245kc2t87,2024-04-30T16:25:51.789Z,"38 km S of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-04-30T13:47:30.400Z,33.6816667,-116.7995,15.79,1.59,ml,63,29,0.07699,0.19,ci,ci40733512,2024-04-30T14:02:54.990Z,"10 km SW of Idyllwild, CA",earthquake,0.15,0.33,0.231,27,reviewed,ci,ci
2024-04-30T13:42:48.460Z,38.8136673,-122.8178329,2.62,1.5,md,24,52,0.01008,0.02,nc,nc74043396,2024-04-30T13:44:24.353Z,"7 km NW of The Geysers, CA",earthquake,0.2,0.44,0.18,24,automatic,nc,nc
2024-04-30T13:30:47.429Z,35.654,-98.10866667,7.28,1.76,ml,79,54,0.09268181267,0.46,ok,ok2024imhc,2024-04-30T13:52:31.175Z,"5 km N of Calumet, Oklahoma",earthquake,,1,0.23,33,reviewed,ok,ok
2024-04-30T13:23:05.480Z,19.3841667175293,-155.248001098633,0.790000021457672,1.8,ml,19,67,0.003397,0.230000004,hv,hv74200207,2024-04-30T13:25:44.030Z,"6 km SSW of Volcano, Hawaii",earthquake,0.22,0.189999998,0.21,10,automatic,hv,hv
2024-04-30T13:22:21.680Z,19.3846664428711,-155.250335693359,0.959999978542328,1.74,ml,13,84,0.001245,0.109999999,hv,hv74200197,2024-04-30T13:25:01.270Z,"6 km SSW of Volcano, Hawaii",earthquake,0.26,0.159999996,0.08,4,automatic,hv,hv
2024-04-30T13:20:44.024Z,61.2373,-147.5617,89.7,1.4,ml,,,,1.47,ak,ak0245kbw0bd,2024-04-30T13:23:43.939Z,"63 km NW of Tatitlek, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-04-30T13:19:17.770Z,38.7583351,-122.7285004,2.29,1.37,md,20,71,0.004322,0.03,nc,nc74043391,2024-04-30T13:20:55.133Z,"3 km SE of The Geysers, CA",earthquake,0.29,0.49,0.19,21,automatic,nc,nc
2024-04-30T13:18:15.438Z,60.1183,-151.17,63.7,1.3,ml,,,,0.46,ak,ak0245kbvip3,2024-04-30T13:19:33.620Z,"17 km SE of Clam Gulch, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-04-30T13:11:04.560Z,40.1841667,-121.1196667,2.48,2.07,md,20,84,0.06645,0.12,nc,nc74043386,2024-05-01T07:27:56.956Z,"4 km WNW of Canyondam, CA",earthquake,0.33,0.8,0.192,25,reviewed,nc,nc
2024-04-30T12:36:26.770Z,19.4016666666667,-155.2655,1.53,1.3,md,17,51,0.009917,0.1,hv,hv74200072,2024-04-30T12:54:31.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.19,0.31,0.227701329333533,17,reviewed,hv,hv
2024-04-30T12:24:39.179Z,58.0998,-154.2336,56.7,1.1,ml,,,,0.3,ak,ak0245kbbf7x,2024-04-30T12:26:46.203Z,"60 km NNE of Karluk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-30T12:23:29.800Z,33.2673333,-116.414,4.8,1.21,ml,63,23,0.002785,0.19,ci,ci40733448,2024-04-30T13:27:32.250Z,"4 km WNW of Borrego Springs, CA",earthquake,0.14,0.29,0.177,27,reviewed,ci,ci
2024-04-30T12:18:06.870Z,19.3951666666667,-155.255,1.19,1.41,md,13,56,0.01022,0.07,hv,hv74200032,2024-04-30T12:25:42.650Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.32,0.116571291856792,17,reviewed,hv,hv
2024-04-30T12:13:55.730Z,19.3961666666667,-155.255666666667,0.84,1.41,md,13,55,0.01137,0.06,hv,hv74200017,2024-04-30T12:22:05.720Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.39,0.155909689700543,15,reviewed,hv,hv
2024-04-30T12:03:47.660Z,40.1993332,-121.1159973,-0.89,2.5,md,20,86,0.2119,0.26,nc,nc74043371,2024-04-30T12:11:29.398Z,"4 km ESE of Prattville, CA",earthquake,0.62,8.75,0.12,13,automatic,nc,nc
2024-04-30T11:57:57.490Z,19.39,-155.249,1.28,1.06,ml,15,95,0.00497,0.1,hv,hv74199987,2024-04-30T12:06:40.350Z,"6 km SSW of Volcano, Hawaii",earthquake,0.21,0.32,0.202400369116643,3,reviewed,hv,hv
2024-04-30T11:56:31.881Z,38.7718,-118.3269,10,1,ml,8,82.32000000000002,0.328,0.1341,nn,nn00877032,2024-04-30T20:49:15.487Z,"36 km WSW of Gabbs, Nevada",earthquake,,2.7,0.25,2,reviewed,nn,nn
2024-04-30T11:51:23.760Z,19.3898333333333,-155.250333333333,1.1,1.36,md,13,68,0.004398,0.08,hv,hv74199967,2024-04-30T12:10:25.830Z,"6 km SSW of Volcano, Hawaii",earthquake,0.19,0.39,0.110168287885879,17,reviewed,hv,hv
2024-04-30T11:49:12.470Z,44.3703333333333,-116.0705,8.41,1.49,ml,8,164,0.06848,0.11,mb,mb90048733,2024-04-30T17:05:17.300Z,"7 km N of Smiths Ferry, Idaho",earthquake,0.69,0.94,0.182222050943428,9,reviewed,mb,mb
2024-04-30T11:34:01.610Z,19.3968333333333,-155.2555,0.61,1.31,md,16,52,0.01194,0.09,hv,hv74199927,2024-04-30T12:15:08.320Z,"5 km SSW of Volcano, Hawaii",earthquake,0.15,0.27,0.14026275223434,18,reviewed,hv,hv
2024-04-30T11:29:39.560Z,35.9823341,-119.9520035,23.05,2.57,md,36,37,,0.22,nc,nc74043356,2024-04-30T11:32:42.799Z,"3 km SSE of Kettleman City, CA",earthquake,0.38,0.66,0.15,30,automatic,nc,nc
2024-04-30T11:25:10.090Z,18.7241666666667,-67.1245,17.98,2.93,md,6,322,0.2556,0.2,pr,pr71447333,2024-04-30T11:48:31.180Z,"25 km N of San Antonio, Puerto Rico",earthquake,1.54,0.82,0.0803987906872359,3,reviewed,pr,pr
2024-04-30T11:24:57.448Z,-24.9769,179.8991,506.99,5.4,mww,113,35,4.671,0.82,us,us6000mv68,2024-04-30T17:27:24.311Z,"south of the Fiji Islands",earthquake,10.9,5.008,0.093,11,reviewed,us,us
2024-04-30T11:19:34.300Z,38.7915001,-122.7580032,0.07,1.82,md,27,56,0.009209,0.04,nc,nc74043346,2024-04-30T11:21:08.068Z,"2 km N of The Geysers, CA",earthquake,0.17,0.31,0.17,28,automatic,nc,nc
2024-04-30T11:19:25.150Z,38.8336678,-122.7965012,2.18,1.04,md,11,72,0.006748,0.02,nc,nc74043341,2024-04-30T11:20:58.001Z,"6 km WNW of Cobb, CA",earthquake,0.34,0.78,0.33,12,automatic,nc,nc
2024-04-30T11:14:40.817Z,32.151,-101.075,4.126,2.6,ml,21,75,0.2,0.3,tx,tx2024imcq,2024-04-30T17:43:18.079Z,"23 km SSW of Westbrook, Texas",earthquake,1.1097790605018347,4.001462586741147,0.1,19,reviewed,tx,tx
2024-04-30T11:13:34.320Z,19.388334274292,-155.246673583984,1.3400000333786,1.97,ml,23,66,0.005201,0.200000003,hv,hv74199872,2024-04-30T11:16:11.350Z,"6 km SSW of Volcano, Hawaii",earthquake,0.23,0.170000002,0.29,9,automatic,hv,hv
2024-04-30T11:07:42.980Z,19.388,-155.241166666667,1.82,2.04,ml,34,70,0.00989,0.1,hv,hv74199867,2024-04-30T21:03:57.760Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.14,0.214297858252341,17,reviewed,hv,hv
2024-04-30T10:47:16.800Z,19.3853340148926,-155.237838745117,1.78999996185303,1.81,ml,22,75,0.01199,0.230000004,hv,hv74199792,2024-04-30T10:49:55.840Z,"6 km S of Volcano, Hawaii",earthquake,0.32,0.219999999,0.24,7,automatic,hv,hv
2024-04-30T10:46:49.660Z,19.3921661376953,-155.247665405273,1.07000005245209,1.7,ml,15,63,0.007462,0.129999995,hv,hv74199782,2024-04-30T10:49:27.500Z,"5 km SSW of Volcano, Hawaii",earthquake,0.2,0.239999995,0.28,10,automatic,hv,hv
2024-04-30T10:46:38.700Z,19.3968333333333,-155.252666666667,1.4,1.38,md,11,87,0.01134,0.07,hv,hv74199787,2024-04-30T12:31:02.920Z,"5 km SSW of Volcano, Hawaii",earthquake,0.22,0.51,0.162827865153919,17,reviewed,hv,hv
2024-04-30T10:45:57.830Z,38.8214989,-122.7634964,2.25,0.96,md,10,121,0.01027,0.02,nc,nc74043331,2024-04-30T10:47:33.548Z,"4 km W of Cobb, CA",earthquake,0.38,0.81,0.19,12,automatic,nc,nc
2024-04-30T10:43:11.860Z,19.2108325958252,-155.498672485352,29.3400001525879,2.3499999,md,50,71,0.03735,0.140000001,hv,hv74199777,2024-04-30T10:44:57.650Z,"2 km WNW of Pāhala, Hawaii",earthquake,0.39,0.600000024,0.25,11,automatic,hv,hv
2024-04-30T10:38:05.380Z,19.143,-155.4685,32.19,1.79,md,40,171,0.01375,0.11,hv,hv74199762,2024-04-30T23:04:37.130Z,"6 km S of Pāhala, Hawaii",earthquake,0.47,0.59,0.11769194821197,23,reviewed,hv,hv
2024-04-30T10:34:47.630Z,38.7989998,-122.8464966,3.13,1.13,md,15,120,0.01164,0.02,nc,nc74043316,2024-04-30T10:36:22.402Z,"8 km WNW of The Geysers, CA",earthquake,0.31,1.08,0.23,17,automatic,nc,nc
2024-04-30T10:33:32.790Z,38.7988319,-122.8450012,3.11,1.51,md,30,57,0.009529,0.04,nc,nc74043311,2024-04-30T10:37:05.374Z,"8 km WNW of The Geysers, CA",earthquake,0.23,0.41,0.15,29,automatic,nc,nc
2024-04-30T10:31:46.380Z,35.64683333,-98.09733333,6.44,1.24,ml,63,41,0.1034796938,0.37,ok,ok2024imbf,2024-04-30T20:27:27.452Z,"5 km NNE of Calumet, Oklahoma",earthquake,,0.8,0.27,30,reviewed,ok,ok
2024-04-30T10:28:40.958Z,37.2872,-117.5875,6.1,1.1,ml,9,95.97999999999999,0.072,0.1231,nn,nn00877006,2024-04-30T17:39:03.121Z,"52 km S of Silver Peak, Nevada",earthquake,,2.5,0.33,4,reviewed,nn,nn
