time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-28T09:53:46.230Z,19.38450050354,-155.247833251953,2.03999996185303,1.78999996,md,13,81,0.003432,0.150000006,hv,hv74191717,2024-04-28T09:55:07.130Z,"6 km SSW of Volcano, Hawaii",earthquake,0.34,0.400000006,0.330000013,12,automatic,hv,hv
2024-04-28T09:53:03.900Z,19.2374992370605,-155.441665649414,17.5400009155273,2.14,ml,8,194,0.1091,0.180000007,hv,hv74191712,2024-04-28T09:55:39.730Z,"5 km NE of Pāhala, Hawaii",earthquake,2.5,1.37,0.06,3,automatic,hv,hv
2024-04-28T09:43:42.370Z,18.5821666666667,-66.3253333333333,79.82,2.72,md,15,231,0.2644,0.22,pr,pr71446963,2024-04-28T10:20:20.390Z,"12 km N of Brenas, Puerto Rico",earthquake,1.58,1.16,0.0745070350964954,6,reviewed,pr,pr
2024-04-28T09:37:20.840Z,19.386833190918,-155.245834350586,1.75,1.77,ml,18,62,0.005334,0.170000002,hv,hv74191662,2024-04-28T09:39:59.350Z,"6 km SSW of Volcano, Hawaii",earthquake,0.23,0.209999993,0.22,8,automatic,hv,hv
2024-04-28T09:11:02.109Z,38.1841,-117.8685,8.6,1.1,ml,7,92.08000000000001,0.093,0.0837,nn,nn00876928,2024-04-29T21:30:42.139Z,"31 km SE of Mina, Nevada",earthquake,,2.3,0.41,4,reviewed,nn,nn
2024-04-28T09:09:25.656Z,31.969,-103.305,5.9326,2.1,ml,19,52,0.1,0.2,tx,tx2024iihm,2024-04-30T20:08:15.647Z,"19 km SSW of Jal, New Mexico",earthquake,0.7723092133720936,1.7834939362957716,0.2,18,reviewed,tx,tx
2024-04-28T08:58:55.410Z,19.378999710083,-155.244338989258,0.469999998807907,1.77,ml,24,63,0.00645,0.370000005,hv,hv74191547,2024-04-28T09:01:33.100Z,"7 km S of Volcano, Hawaii",earthquake,0.35,0.180000007,0.28,9,automatic,hv,hv
2024-04-28T08:56:38.840Z,51.7906666666667,-177.500166666667,2.55,1.35,ml,12,164,0.1672,0.2,av,av93107701,2024-04-30T23:20:50.070Z,"60 km W of Adak, Alaska",earthquake,0.94,0.81,0.270629199384458,12,reviewed,av,av
2024-04-28T08:56:17.860Z,19.3878326416016,-155.250503540039,1.27999997138977,2.17000008,md,9,89,0.002433,0.159999996,hv,hv74191542,2024-04-28T08:58:54.300Z,"6 km SSW of Volcano, Hawaii",earthquake,0.34,0.620000005,0.239999995,8,automatic,hv,hv
2024-04-28T08:55:01.353Z,62.4999,-150.6937,68.7,1.3,ml,,,,0.85,ak,ak0245gy1k3b,2024-04-28T08:57:32.762Z,"3 km E of Petersville, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-04-28T08:52:53.170Z,36.6459999,-120.8970032,6.74,2.35,md,47,60,,0.15,nc,nc74042371,2024-04-28T08:55:47.642Z,"25 km ENE of Pinnacles, CA",earthquake,0.33,0.98,0.16,43,automatic,nc,nc
2024-04-28T08:51:50.200Z,19.3886661529541,-155.242340087891,1.77999997138977,1.8,ml,20,68,0.009031,0.200000003,hv,hv74191522,2024-04-28T08:54:27.930Z,"6 km S of Volcano, Hawaii",earthquake,0.26,0.25,0.33,11,automatic,hv,hv
2024-04-28T08:48:50.790Z,44.7995,-111.063333333333,7.41,1.61,ml,14,152,0.03091,0.15,uu,uu80067696,2024-04-29T14:43:02.200Z,"10 km ENE of Hebgen Lake Estates, Montana",earthquake,0.54,0.69,0.331032375402296,4,reviewed,uu,uu
2024-04-28T08:43:59.140Z,19.3980007171631,-155.270660400391,1.12999999523163,2.26,ml,27,41,0.003845,0.280000001,hv,hv74191502,2024-04-28T08:46:36.420Z,"6 km SW of Volcano, Hawaii",earthquake,0.24,0.219999999,0.39,12,automatic,hv,hv
2024-04-28T08:32:08.900Z,45.5738333333333,-111.094,10.5,1.08,ml,11,116,0.09917,0.14,mb,mb90048653,2024-04-29T23:46:10.730Z,"8 km ESE of Gallatin Gateway, Montana",earthquake,0.47,1.8,0.166063525977118,11,reviewed,mb,mb
2024-04-28T08:31:45.042Z,-16.8393,-71.4113,118.01,4.3,mb,12,169,1.833,0.44,us,us6000mukk,2024-04-28T11:30:47.040Z,"26 km WSW of La Capilla, Peru",earthquake,7.88,14.093,0.239,5,reviewed,us,us
2024-04-28T08:25:47.670Z,51.6755,-179.091,11.91,1.94,ml,13,163,0.1781,0.23,av,av93107656,2024-04-30T22:39:51.700Z,"171 km W of Adak, Alaska",earthquake,0.75,0.89,0.318639477437168,13,reviewed,av,av
2024-04-28T08:22:19.298Z,61.532,-146.5352,18.3,1.8,ml,,,,0.73,ak,ak0245gxuiuh,2024-04-28T08:24:14.522Z,"45 km NNW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-28T08:13:49.316Z,24.2352,121.6716,35.382,4.1,mwr,35,62,0.51,0.54,us,us6000mukh,2024-04-28T11:07:54.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,2.65,6.721,0.061,26,reviewed,us,us
2024-04-28T08:07:22.783Z,62.0814,-149.3706,8,1.3,ml,,,,0.56,ak,ak0245gxrbdi,2024-04-28T08:09:21.914Z,"26 km ESE of Susitna North, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-28T08:04:09.460Z,38.793499,-122.757164,0.22,1.15,md,18,84,0.007389,0.03,nc,nc74042361,2024-04-28T08:05:42.927Z,"2 km N of The Geysers, CA",earthquake,0.22,0.45,0.12,17,automatic,nc,nc
2024-04-28T08:03:26.480Z,38.8213348,-122.7636642,2.11,1.48,md,28,56,0.01035,0.03,nc,nc74042351,2024-04-28T08:05:02.931Z,"4 km W of Cobb, CA",earthquake,0.23,0.37,0.15,27,automatic,nc,nc
2024-04-28T08:01:45.570Z,38.8213348,-122.7643356,2.26,1.09,md,9,119,0.01011,0.01,nc,nc74042346,2024-04-28T08:03:22.871Z,"4 km W of Cobb, CA",earthquake,0.36,0.65,0.23,10,automatic,nc,nc
2024-04-28T08:01:33.696Z,62.0942,-149.3203,0,1.2,ml,,,,1.04,ak,ak0245gxq1x5,2024-04-28T08:04:09.535Z,"28 km ESE of Susitna North, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-28T08:00:16.340Z,44.799,-111.069166666667,8.08,2.17,ml,25,114,0.02673,0.12,uu,uu80067686,2024-04-29T13:29:49.480Z,"10 km ENE of Hebgen Lake Estates, Montana",earthquake,0.32,0.58,0.363844071165245,6,reviewed,uu,uu
2024-04-28T07:54:31.469Z,61.0553,-145.6549,23.7,1.8,ml,,,,0.49,ak,ak0245gxfz3e,2024-04-28T07:56:02.473Z,"38 km ESE of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-28T07:54:23.900Z,19.3146667480469,-155.214340209961,1.24000000953674,2.19,ml,46,88,0.03466,0.189999998,hv,hv74191377,2024-04-28T07:57:02.900Z,"14 km S of Volcano, Hawaii",earthquake,0.22,0.389999986,0.36,14,automatic,hv,hv
2024-04-28T07:47:56.316Z,60.232,-153.6012,10.9,1.8,ml,,,,0.94,ak,ak0245gxeibf,2024-04-30T22:17:55.950Z,"39 km E of Port Alsworth, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-28T07:38:28.429Z,38.4405,-30.3181,10,4.6,mb,66,91,12.052,0.51,us,us6000mukd,2024-04-28T11:16:25.040Z,"128 km SE of Lajes das Flores, Portugal",earthquake,11.7,1.877,0.073,56,reviewed,us,us
2024-04-28T07:37:18.340Z,19.4086666107178,-155.285507202148,0.699999988079071,1.86,ml,9,75,0.01335,0.270000011,hv,hv74191337,2024-04-28T07:39:55.630Z,"6 km SW of Volcano, Hawaii",earthquake,0.31,0.74000001,0.25,10,automatic,hv,hv
2024-04-28T07:35:18.320Z,19.3075,-155.215333333333,0.83,2.56,ml,52,134,0.02757,0.14,hv,hv74191332,2024-04-29T20:46:05.060Z,"15 km S of Volcano, Hawaii",earthquake,0.2,0.21,0.210446712323773,30,reviewed,hv,hv
2024-04-28T07:34:07.900Z,40.5393333,-124.4329987,20.04,2.07,md,12,309,0.09675,0.07,nc,nc74042326,2024-04-28T07:35:42.179Z,"15 km WSW of Ferndale, CA",earthquake,2.13,0.51,0.07,9,automatic,nc,nc
2024-04-28T07:29:03.408Z,60.2044,-141.2933,0.1,1.8,ml,,,,0.91,ak,ak0245gxak10,2024-04-28T07:31:17.634Z,"114 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-28T07:28:55.884Z,67.8768,-160.967,5.3,2.1,ml,,,,1.17,ak,ak0245gxagcl,2024-04-28T07:31:53.696Z,"82 km ESE of Red Dog Mine, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-28T07:22:49.500Z,19.3626666666667,-155.2875,0.09,1.36,md,15,92,0.02436,0.09,hv,hv74191317,2024-05-01T00:12:58.366Z,"10 km SSW of Volcano, Hawaii",earthquake,0.17,0.25,0.229733485365295,19,reviewed,hv,hv
2024-04-28T07:12:25.756Z,59.1957,-151.306,41.1,1.6,ml,,,,0.26,ak,ak0245gx6ykv,2024-04-28T07:15:10.668Z,"34 km ESE of Port Graham, Alaska",earthquake,,2.8,,,automatic,ak,ak
2024-04-28T07:11:15.421Z,-24.3505,-66.9947,170.061,4.3,mb,18,94,1.765,0.83,us,us6000muk1,2024-04-28T11:24:37.040Z,"70 km WSW of San Antonio de los Cobres, Argentina",earthquake,11.74,12.354,0.178,9,reviewed,us,us
2024-04-28T07:10:07.405Z,67.8975,-160.9606,12.4,2.9,ml,,,,0.83,ak,ak0245gx6hpw,2024-04-28T11:22:50.040Z,"82 km ESE of Red Dog Mine, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-28T07:02:12.206Z,62.3354,-154.1229,0,1.3,ml,,,,1.13,ak,ak0245gx4sdg,2024-04-28T07:04:39.994Z,"76 km S of Nikolai, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-28T06:58:17.600Z,19.3715000152588,-155.216339111328,2.13000011444092,1.87,ml,25,102,0.002407,0.109999999,hv,hv74191267,2024-04-28T07:00:57.320Z,"8 km SSE of Volcano, Hawaii",earthquake,0.38,0.230000004,0.19,6,automatic,hv,hv
2024-04-28T06:57:56.300Z,19.3833332061768,-155.249328613281,2.11999988555908,1.76,ml,12,88,0.002861,0.189999998,hv,hv74191262,2024-04-28T07:00:34.650Z,"6 km SSW of Volcano, Hawaii",earthquake,0.35,0.389999986,0.35,7,automatic,hv,hv
2024-04-28T06:52:54.666Z,67.864,-160.8559,4.6,2.8,ml,,,,0.39,ak,ak0245gwu5ui,2024-04-28T11:28:47.040Z,"87 km ESE of Red Dog Mine, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-28T06:52:02.900Z,40.2958336,-123.7086639,26.98,1.62,md,11,233,0.09355,0.09,nc,nc74042316,2024-04-28T06:53:37.576Z,"22 km NNE of Redway, CA",earthquake,2.16,1.63,0.13,4,automatic,nc,nc
2024-04-28T06:51:54.350Z,38.8171654,-122.76017,1.4,1.35,md,21,118,0.01531,0.06,nc,nc74042311,2024-04-28T06:53:27.666Z,"3 km W of Cobb, CA",earthquake,0.29,0.43,0.22,22,automatic,nc,nc
2024-04-28T06:51:30.710Z,19.3823337554932,-155.241836547852,0,2.38,ml,16,64,0.008797,0.289999992,hv,hv74191252,2024-04-28T06:54:14.960Z,"6 km S of Volcano, Hawaii",earthquake,0.49,0.239999995,0.4,14,automatic,hv,hv
2024-04-28T06:51:30.120Z,19.3853333333333,-155.244,1.72,1.64,ml,25,65,0.006903,0.1,hv,hv74191247,2024-05-01T00:03:08.700Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.15,0.117119503901567,11,reviewed,hv,hv
2024-04-28T06:49:23.690Z,19.382833480835,-155.235336303711,2.0699999332428,1.75999999,md,16,79,0.01047,0.209999993,hv,hv74191242,2024-04-28T06:52:01.240Z,"6 km S of Volcano, Hawaii",earthquake,0.42,0.25,0.379999995,12,automatic,hv,hv
2024-04-28T06:46:50.300Z,19.5073,-68.7231,116,4.09,md,16,247,1.5859,0.42,pr,pr2024119001,2024-04-28T12:07:32.040Z,"67 km NNE of Miches, Dominican Republic",earthquake,5.26,7,0.09,15,reviewed,pr,pr
2024-04-28T06:32:59.580Z,33.8171667,-117.6378333,4.81,1.17,ml,42,43,0.0324,0.2,ci,ci40560319,2024-04-30T16:52:16.074Z,"9 km SW of Corona, CA",earthquake,0.22,0.35,0.252,31,reviewed,ci,ci
2024-04-28T06:24:48.530Z,44.4061666666667,-115.211166666667,9.27,1.82,ml,14,67,0.3982,0.19,mb,mb90048648,2024-04-29T23:37:12.320Z,"30 km NW of Stanley, Idaho",earthquake,0.44,0.96,0.339911377440698,12,reviewed,mb,mb
2024-04-28T06:20:34.190Z,34.0245,-117.0395,18.3,2.11,ml,98,20,0.06153,0.16,ci,ci40560311,2024-04-30T16:51:54.677Z,"1 km SSE of Yucaipa, CA",earthquake,0.11,0.21,0.209,24,reviewed,ci,ci
2024-04-28T06:20:24.030Z,47.4,-122.38133333333333,21.89,1.1,ml,40,64,0.3411,0.13,uw,uw61992337,2024-04-29T17:18:19.250Z,"4 km W of Des Moines, Washington",earthquake,0.23,1.06,0.12771076722577113,9,reviewed,uw,uw
2024-04-28T06:14:36.760Z,19.3688333333333,-155.285666666667,-0.87,1.28,md,16,63,0.018,0.15,hv,hv74191167,2024-04-30T23:50:32.670Z,"9 km SSW of Volcano, Hawaii",earthquake,0.14,0.24,0.174576399754345,17,reviewed,hv,hv
2024-04-28T06:02:46.812Z,36.7749,-116.2776,4.2,1.4,ml,37,36.20000000000002,0.037,0.1493,nn,nn00876924,2024-04-29T20:47:46.583Z,"45 km ESE of Beatty, Nevada",earthquake,,0.9,0.25,19,reviewed,nn,nn
2024-04-28T06:01:30.770Z,17.8026666666667,-66.9561666666667,7.02,2.53,md,6,273,0.1858,0.09,pr,pr71446933,2024-04-28T06:11:46.650Z,"19 km SSW of Guánica, Puerto Rico",earthquake,0.69,0.38,0.0353233123699088,4,reviewed,pr,pr
2024-04-28T06:00:10.050Z,38.8351669,-122.7911682,1.76,1.19,md,19,46,0.003301,0.02,nc,nc74042296,2024-04-28T06:15:14.919Z,"6 km WNW of Cobb, CA",earthquake,0.21,0.41,0.12,20,automatic,nc,nc
2024-04-28T05:52:17.700Z,19.1601657867432,-155.371170043945,26.7199993133545,1.88,md,40,186,0.0861,0.150000006,hv,hv74191132,2024-04-28T05:54:12.150Z,"12 km ESE of Pāhala, Hawaii",earthquake,0.56,0.980000019,0.540000021,5,automatic,hv,hv
2024-04-28T05:34:06.530Z,51.7426666666667,-177.4445,12.53,1.38,ml,11,192,0.1315,0.21,av,av93107526,2024-04-30T21:33:45.680Z,"57 km WSW of Adak, Alaska",earthquake,1.17,1.12,0.356539422326159,11,reviewed,av,av
2024-04-28T05:30:04.540Z,19.3339996337891,-155.121673583984,2.57999992370605,1.76999998,md,30,137,0.04839,0.25999999,hv,hv74191077,2024-04-28T05:32:40.940Z,"14 km S of Fern Forest, Hawaii",earthquake,0.46,0.800000012,0.310000002,15,automatic,hv,hv
2024-04-28T04:58:27.010Z,17.824,-66.948,13.22,2.61,md,16,239,0.1521,0.23,pr,pr71446923,2024-04-28T05:19:51.330Z,"16 km SSW of Guánica, Puerto Rico",earthquake,0.87,0.47,0.0816346700012422,7,reviewed,pr,pr
2024-04-28T04:56:32.760Z,19.3846664428711,-155.245330810547,0.790000021457672,1.86000001,md,14,77,0.005706,0.119999997,hv,hv74190997,2024-04-28T04:58:09.400Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.180000007,0.209999993,11,automatic,hv,hv
2024-04-28T04:50:51.590Z,59.0179,-153.2865,67.5,3.5,ml,,,,0.6,ak,ak0245gvmuw2,2024-04-28T05:34:19.788Z,"86 km WSW of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-04-28T04:36:36.150Z,60.3099,-152.4131,84.3,1.4,ml,,,,0.56,ak,ak0245gvjtr3,2024-04-28T04:38:46.985Z,"50 km NW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-28T04:35:53.790Z,33.7348333,-117.9968333,13.74,1.46,ml,13,126,0.0268,0.28,ci,ci40560287,2024-04-29T20:34:34.964Z,"3 km SSE of Westminster, CA",earthquake,1.15,1.48,0.353,18,reviewed,ci,ci
2024-04-28T04:29:36.030Z,61.3004,-152.2131,0.1,1.7,ml,,,,0.6,ak,ak0245gvibqb,2024-04-28T23:08:54.820Z,"63 km WNW of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-28T04:24:07.750Z,35.6248333,-117.4241667,7.61,1,ml,18,84,0.04019,0.11,ci,ci40560279,2024-04-29T20:14:21.925Z,"16 km S of Searles Valley, CA",earthquake,0.26,0.4,0.312,7,reviewed,ci,ci
2024-04-28T04:22:48.730Z,19.3861675262451,-155.257171630859,0.75,1.85,ml,23,41,0.005572,0.310000002,hv,hv74190907,2024-04-28T04:25:25.230Z,"6 km SSW of Volcano, Hawaii",earthquake,0.27,0.230000004,0.13,9,automatic,hv,hv
2024-04-28T04:19:43.910Z,19.3816661834717,-155.232330322266,1.86000001430511,1.81,ml,18,82,0.01122,0.129999995,hv,hv74190902,2024-04-28T04:22:21.470Z,"6 km S of Volcano, Hawaii",earthquake,0.3,0.180000007,0.24,8,automatic,hv,hv
2024-04-28T04:17:06.950Z,19.3821659088135,-155.248840332031,0.419999986886978,1.88,ml,25,60,0.004062,0.360000014,hv,hv74190897,2024-04-28T04:19:43.800Z,"6 km SSW of Volcano, Hawaii",earthquake,0.29,0.180000007,0.29,8,automatic,hv,hv
2024-04-28T04:09:51.400Z,40.734,-74.7574,5.71,1.5,ml,16,78,0.03,0.45,us,us6000mun0,2024-04-28T15:14:18.370Z,"6 km SSE of Long Valley, New Jersey",earthquake,0.98,1.828,0.097,14,reviewed,us,us
2024-04-28T04:02:20.450Z,17.9538333333333,-66.8338333333333,13.07,2.6,md,23,173,0.04811,0.21,pr,pr71446913,2024-04-28T04:18:20.650Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.54,0.39,0.113833556158833,11,reviewed,pr,pr
2024-04-28T03:58:17.360Z,44.8108333333333,-111.559833333333,14.45,1.07,ml,16,51,0.006847,0.23,mb,mb90048638,2024-04-29T23:29:26.230Z,"29 km W of Hebgen Lake Estates, Montana",earthquake,0.58,0.78,0.22434893781178,16,reviewed,mb,mb
2024-04-28T03:50:00.300Z,19.2611675262451,-155.410507202148,32.2200012207031,2.30999994,md,52,121,0.07559,0.159999996,hv,hv74190827,2024-04-28T03:51:49.070Z,"9 km NE of Pāhala, Hawaii",earthquake,0.42,0.660000026,0.170000002,18,automatic,hv,hv
2024-04-28T03:48:43.905Z,67.8737,-160.8553,7.7,3.5,ml,,,,0.82,ak,ak0245gv0zc9,2024-04-28T04:16:10.366Z,"87 km ESE of Red Dog Mine, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-04-28T03:43:50.452Z,38.1751,122.9491,10,4.5,mb,30,52,2.992,0.74,us,us6000muj5,2024-04-28T04:21:25.040Z,"96 km SSE of Zhangzi, China",earthquake,7.29,1.887,0.14,15,reviewed,us,us
2024-04-28T03:35:24.173Z,60.2597,-151.0896,35.5,1.6,ml,,,,0.33,ak,ak0245guy5i9,2024-04-28T03:36:40.095Z,"13 km SE of Kasilof, Alaska",earthquake,,4.3,,,automatic,ak,ak
2024-04-28T03:17:21.630Z,19.156665802002,-155.504837036133,34.0299987792969,2.27999997,md,39,121,0.04041,0.140000001,hv,hv74190762,2024-04-28T03:19:06.810Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.51,0.660000026,0.0500000007,5,automatic,hv,hv
2024-04-28T03:04:46.354Z,31.506,-104.108,5,1.5,ml,10,144,0.1,0.6,tx,tx2024ihvl,2024-04-28T03:46:57.631Z,"36 km NW of Toyah, Texas",earthquake,0,,0.3,8,automatic,tx,tx
2024-04-28T03:02:29.867Z,66.7958,-153.9611,5.4,1.3,ml,,,,0.92,ak,ak0245gur3be,2024-04-28T03:04:47.373Z,"61 km WNW of Alatna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-28T02:58:43.970Z,38.8349991,-122.8071671,2.13,1.1,md,11,53,0.01181,0.01,nc,nc74042256,2024-04-28T03:00:17.705Z,"7 km W of Cobb, CA",earthquake,0.34,1.13,0.18,14,automatic,nc,nc
2024-04-28T02:53:09.530Z,19.3923333333333,-155.275333333333,1.8,1.86,ml,29,48,0.003415,0.12,hv,hv74190707,2024-04-28T03:05:06.570Z,"7 km SW of Volcano, Hawaii",earthquake,0.19,0.15,0.234877345301644,14,reviewed,hv,hv
2024-04-28T02:52:12.160Z,18.993,-155.424333333333,36.85,2.01,md,29,225,0.1655,0.13,hv,hv74190697,2024-04-30T00:39:50.660Z,"18 km ESE of Naalehu, Hawaii",earthquake,0.69,0.87,0.118596898722868,23,reviewed,hv,hv
2024-04-28T02:44:00.930Z,19.3666666666667,-155.286333333333,0.44,1.31,md,15,92,0.02024,0.09,hv,hv74190672,2024-04-28T02:54:44.940Z,"10 km SSW of Volcano, Hawaii",earthquake,0.24,0.25,0.232391491912954,17,reviewed,hv,hv
2024-04-28T02:40:15.570Z,61.1247,-147.4445,0,1.5,ml,,,,0.9,ak,ak0245gudrth,2024-04-28T02:42:11.160Z,"50 km NW of Tatitlek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-28T02:36:39.788Z,59.6466,-139.2115,9,1.4,ml,,,,1.02,ak,ak0245gucytm,2024-04-28T02:40:10.787Z,"31 km ENE of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-28T02:19:14.820Z,19.3718333333333,-155.244333333333,1.56,1.32,md,17,83,0.003918,0.12,hv,hv74190612,2024-04-28T02:40:10.040Z,"7 km S of Volcano, Hawaii",earthquake,0.32,0.2,0.140193262975962,17,reviewed,hv,hv
2024-04-28T02:17:34.618Z,61.6723,-151.9325,109.9,1.6,ml,,,,0.56,ak,ak0245gu8vth,2024-04-28T02:19:45.129Z,"45 km SW of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-28T02:12:14.140Z,19.3624992370605,-155.285507202148,0.829999983310699,1.95,ml,10,69,0.02268,0.150000006,hv,hv74190597,2024-04-28T02:14:51.820Z,"10 km SSW of Volcano, Hawaii",earthquake,0.3,0.460000008,0.28,10,automatic,hv,hv
2024-04-28T02:11:02.600Z,19.3856658935547,-155.244506835938,0.769999980926514,1.8,ml,21,59,0.006424,0.310000002,hv,hv74190592,2024-04-28T02:13:44.080Z,"6 km S of Volcano, Hawaii",earthquake,0.27,0.230000004,0.19,8,automatic,hv,hv
2024-04-28T02:01:05.500Z,19.369499206543,-155.282836914062,-0.0799999982118607,1.89999998,md,11,125,0.01698,0.100000001,hv,hv74190572,2024-04-28T02:02:35.250Z,"9 km SSW of Volcano, Hawaii",earthquake,0.23,0.340000004,0.340000004,8,automatic,hv,hv
2024-04-28T01:57:54.420Z,19.363000869751,-155.275833129883,0.649999976158142,2.26,ml,23,73,0.01446,0.389999986,hv,hv74190562,2024-04-28T02:00:31.930Z,"9 km SSW of Volcano, Hawaii",earthquake,0.4,0.389999986,0.27,13,automatic,hv,hv
2024-04-28T01:56:38.940Z,38.8354988,-122.7723312,2.11,1.3,md,9,181,0.005364,0.01,nc,nc74042226,2024-04-28T01:58:11.892Z,"4 km WNW of Cobb, CA",earthquake,0.55,1.07,0.5,2,automatic,nc,nc
2024-04-28T01:55:35.713Z,65.0326,-147.1006,3.2,1,ml,,,,0.85,ak,ak0245gtvlib,2024-04-28T01:57:23.259Z,"18 km N of Two Rivers, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-28T01:47:06.470Z,19.3958339691162,-155.245330810547,2.19000005722046,1.71000004,md,13,60,0.01172,0.170000002,hv,hv74190542,2024-04-28T01:49:45.340Z,"5 km SSW of Volcano, Hawaii",earthquake,0.36,0.529999971,0.579999983,9,automatic,hv,hv
2024-04-28T01:42:46.870Z,19.3868333333333,-155.246,1.32,1.38,md,15,77,0.005183,0.06,hv,hv74190527,2024-04-28T01:54:32.780Z,"6 km SSW of Volcano, Hawaii",earthquake,0.18,0.29,0.0944538771672629,15,reviewed,hv,hv
2024-04-28T01:35:27.544Z,62.0762,-149.3532,7.1,1.7,ml,,,,0.57,ak,ak0245gtrak2,2024-04-28T01:37:08.555Z,"27 km ESE of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-28T01:35:16.880Z,54.6356666666667,-163.58,5.13,2.19,ml,8,243,0.09509,0.22,av,av93107296,2024-04-28T19:35:09.800Z,"26 km SSW of False Pass, Alaska",earthquake,0.91,0.68,0.215813148996027,9,reviewed,av,av
2024-04-28T01:31:19.070Z,19.3835,-155.243833333333,1.43,1.34,md,14,80,0.007336,0.11,hv,hv74190507,2024-04-28T01:42:11.090Z,"6 km S of Volcano, Hawaii",earthquake,0.22,0.3,0.13955332126018,19,reviewed,hv,hv
2024-04-28T01:23:34.700Z,19.3833333333333,-155.241666666667,1.4,1.06,md,14,80,0.009357,0.06,hv,hv74190482,2024-04-28T01:36:02.360Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.29,0.122369915694599,4,reviewed,hv,hv
2024-04-28T01:21:44.810Z,38.8103333,-122.8208313,2.54,1.1,md,13,62,0.006683,0.02,nc,nc74042211,2024-04-28T01:23:21.532Z,"7 km WNW of The Geysers, CA",earthquake,0.33,0.74,0.05,14,automatic,nc,nc
2024-04-28T01:21:04.120Z,33.17,-115.6276667,5.34,1.01,ml,9,78,0.01254,0.24,ci,ci40560215,2024-04-29T19:28:10.465Z,"12 km WNW of Calipatria, CA",earthquake,0.56,0.92,0.355,7,reviewed,ci,ci
2024-04-28T01:17:17.530Z,19.3998336791992,-155.279006958008,1.94000005722046,1.85,ml,21,52,0.006736,0.119999997,hv,hv74190462,2024-04-28T01:19:55.150Z,"6 km SW of Volcano, Hawaii",earthquake,0.25,0.209999993,0.17,10,automatic,hv,hv
2024-04-28T01:16:33.330Z,19.3851666666667,-155.279666666667,1.28,1.39,md,7,159,0.002363,0.06,hv,hv74190457,2024-04-30T23:10:48.250Z,"7 km SW of Volcano, Hawaii",earthquake,0.46,0.38,0.130546041890848,17,reviewed,hv,hv
2024-04-28T00:51:25.860Z,38.838665,-122.810997,1.27,1.34,md,17,55,0.01526,0.04,nc,nc74042196,2024-04-28T00:53:02.205Z,"8 km WNW of Cobb, CA",earthquake,0.23,0.46,0.19,19,automatic,nc,nc
2024-04-28T00:39:20.000Z,33.5756667,-116.8083333,9.35,0.99,ml,37,40,0.04107,0.18,ci,ci40560207,2024-04-28T13:55:38.620Z,"13 km W of Anza, CA",earthquake,0.2,0.47,0.135,21,reviewed,ci,ci
2024-04-28T00:37:18.487Z,15.7596,39.7163,10,5,mb,104,119,5.189,0.72,us,us6000muif,2024-04-28T00:53:20.040Z,"30 km ENE of Massawa, Eritrea",earthquake,9.53,1.864,0.058,93,reviewed,us,us
2024-04-28T00:36:40.340Z,19.2228336334229,-155.332992553711,5.78000020980835,2.08,ml,7,201,0.1619,0.25999999,hv,hv74190382,2024-04-28T00:39:16.900Z,"15 km E of Pāhala, Hawaii",earthquake,6.65,20.9699993,0.24,5,automatic,hv,hv
2024-04-28T00:34:33.900Z,17.8213333333333,-66.9573333333333,7.4,2.62,md,16,242,0.157,0.3,pr,pr71446903,2024-04-28T00:47:07.500Z,"17 km SSW of Guánica, Puerto Rico",earthquake,0.89,0.61,0.0855995220914259,7,reviewed,pr,pr
